pre,post,1 mo,6 mo,12 mo,total,IVH,PBI
0.00026571707067214636,0.0004434317859073192,0.0003863183097742978,0.00039023685155703644,0.00021016239540550558,0.0004434317859073192,0.0005505809389928156,0.0006167122663422069
0.00015424937887651753,0.0003830611935592398,0.00025771731930157793,0.00017124272962052418,0.00015991325002769755,0.00024696671987554296,0.0002837119316637794,0.00016759746422384392
0.0001014154805982953,0.00018860892399154958,0.00017346944148155033,7.225087055953061e-05,6.317187944299603e-05,0.00012748825588986074,0.00017594876690917198,5.3215006986764856e-05
6.741060885670474e-06,8.349314686132406e-06,7.77495130402437e-06,4.0346327895352966e-06,3.017076690619795e-06,4.927219988320466e-06,7.146546223252754e-06,4.534215801638988e-06
4.320494258923959e-06,4.689778108556764e-06,3.921139599773338e-06,1.936720094226462e-06,1.6999085738479862e-06,2.2692201933357593e-06,4.29720134329582e-06,2.502129085689088e-06
2.114305478088839e-06,2.4541876722429984e-06,1.0427897581235284e-06,6.367624114587707e-07,8.498579345315411e-07,6.367624114587707e-07,2.186573010130084e-06,1.688148395188457e-06
