pre,post,1 mo,6 mo,12 mo,total,IVH,PBI
161.33702890099,484.86567344162756,407.8812916685066,854.1135453523202,361.60203219321676,1290.9717389639582,260.50749620814804,498.4346493575805
52.022919755856805,114.80369482128481,89.85357756230763,94.29071244344355,126.58131042834994,153.5721230315758,83.60153803689009,71.96776648526269
20.44373608289887,26.719912037039407,31.500649787562562,19.92375510266137,27.259564659572433,35.888081183681734,36.29219718340853,11.44291150802595
